1,-0.41683,-0.047517,0.17237,0,0,0,NaN,NaN,6.5677
1,-0.18441,-0.29297,-0.45123,1,0,0,NaN,NaN,6.5677
1,0.028257,-0.64529,-0.71624,2,0,0,NaN,NaN,6.5677
1,-0.13591,0.32699,0.10562,0,0,1,NaN,NaN,5.8547
1,-0.12346,0.52586,-0.051141,1,0,1,NaN,NaN,5.8547
1,-0.46226,-1.3605,-0.85993,2,0,1,NaN,NaN,5.8547
1,0.76424,1.6188,0.31726,0,1,0,0.96296,3.0489,6.4403
1,0.1497,0.039675,-0.15403,1,1,0,0.96296,3.0489,6.4403
1,-0.69887,-1.5613,-0.3893,2,1,0,0.96296,3.0489,6.4403
1,0.44579,0.96325,-0.024087,0,1,1,0.85,3.3107,7.7624
1,0.04843,-1.0743,-0.80552,1,1,1,0.85,3.3107,7.7624
1,0.06734,-1.5932,-1.1661,2,1,1,0.85,3.3107,7.7624
2,0.32511,0.24597,-0.16605,0,0,0,NaN,NaN,4.3945
2,0.92179,1.7694,0.26888,1,0,0,NaN,NaN,4.3945
2,0.76719,0.19124,-0.49471,2,0,0,NaN,NaN,4.3945
2,-0.95107,-1.9386,-0.36758,0,0,1,NaN,NaN,3.8419
2,-0.46669,0.29245,0.81683,1,0,1,NaN,NaN,3.8419
2,0.11624,-0.33337,-0.17969,2,0,1,NaN,NaN,3.8419
2,0.51463,0.87761,-0.093012,0,1,0,0.66667,2.8767,4.983
2,0.57834,1.4148,0.32891,1,1,0,0.66667,2.8767,4.983
2,-0.51332,-1.8268,-0.59806,2,1,0,0.66667,2.8767,4.983
2,0.70804,0.72444,-0.30569,0,1,1,0.91358,2.4639,4.8662
2,2.0257,3.3165,0.34984,1,1,1,0.91358,2.4639,4.8662
2,0.96195,1.1275,-0.028991,2,1,1,0.91358,2.4639,4.8662
3,0.58421,1.0711,0.039961,0,0,0,NaN,NaN,4.4354
3,0.80915,-0.088351,-1.2057,1,0,0,NaN,NaN,4.4354
3,0.3453,-1.7151,-1.3527,2,0,0,NaN,NaN,4.4354
3,0.35303,0.6083,0.015313,0,0,1,NaN,NaN,4.8742
3,0.41162,-0.177,-0.26913,1,0,1,NaN,NaN,4.8742
3,0.12844,-2.6167,-1.7533,2,0,1,NaN,NaN,4.8742
3,0.91345,2.5935,0.60481,0,1,0,0.97857,2.4211,5.3066
3,0.025762,-1.6534,-1.4342,1,1,0,0.97857,2.4211,5.3066
3,-0.87773,-4.6037,-2.1684,2,1,0,0.97857,2.4211,5.3066
3,0.472,1.3915,0.36707,0,1,1,0.9916,2.6685,7.1528
3,1.2258,-0.069974,-1.1369,1,1,1,0.9916,2.6685,7.1528
3,-0.37676,-4.9978,-2.3485,2,1,1,0.9916,2.6685,7.1528
4,-0.18008,-0.16506,0.1535,0,0,0,NaN,NaN,7.5534
4,-0.58671,-3.3043,-1.7134,1,0,0,NaN,NaN,7.5534
4,-0.93896,-4.5454,-1.9486,2,0,0,NaN,NaN,7.5534
4,-0.82601,-3.1075,-1.0314,0,0,1,NaN,NaN,8.892
4,-1.4139,-4.2999,-1.5556,1,0,1,NaN,NaN,8.892
4,-2.5517,-9.4967,-2.5735,2,0,1,NaN,NaN,8.892
4,0.2635,-2.5785,-1.563,0,1,0,0.65556,1.2344,10.817
4,-3.2062,-14.737,-5.8997,1,1,0,0.65556,1.2344,10.817
4,-7.3244,-19.746,-4.7243,2,1,0,0.65556,1.2344,10.817
4,2.274,4.6599,0.60271,0,1,1,0.54737,2.619,9.003
4,0.7056,-1.3246,-2.1771,1,1,1,0.54737,2.619,9.003
4,-2.8339,-8.4162,-3.3618,2,1,1,0.54737,2.619,9.003
5,-0.0059391,0.40301,0.49366,0,0,0,NaN,NaN,8.4367
5,-1.113,-2.3453,-0.53442,1,0,0,NaN,NaN,8.4367
5,-0.068687,-1.5272,-0.82388,2,0,0,NaN,NaN,8.4367
5,-0.5813,-1.5346,-0.5162,0,0,1,NaN,NaN,7.8524
5,-0.89794,-2.0456,-0.36237,1,0,1,NaN,NaN,7.8524
5,0.27839,-0.099297,-0.59933,2,0,1,NaN,NaN,7.8524
5,-1.0223,-1.1566,0.0018566,0,1,0,0.96939,2.8778,10.296
5,-0.74008,-1.7044,-1.3789,1,1,0,0.96939,2.8778,10.296
5,-0.85577,-1.9915,-1.0984,2,1,0,0.96939,2.8778,10.296
5,-0.19583,0.36429,0.35422,0,1,1,0.95536,2.9009,8.1324
5,-0.20706,-0.55689,-0.71236,1,1,1,0.95536,2.9009,8.1324
5,-1.0164,-3.4561,-1.6244,2,1,1,0.95536,2.9009,8.1324
6,0.18597,0.64884,0.19581,0,0,0,NaN,NaN,4.3994
6,0.090163,0.27316,-0.19024,1,0,0,NaN,NaN,4.3994
6,-0.25722,-0.98969,-0.38104,2,0,0,NaN,NaN,4.3994
6,0.031801,0.1949,-0.041784,0,0,1,NaN,NaN,4.1426
6,-0.68352,-1.2002,-0.069624,1,0,1,NaN,NaN,4.1426
6,-0.31579,-1.4282,-0.44413,2,0,1,NaN,NaN,4.1426
6,0.3312,1.0223,0.22954,0,1,0,0.86207,2.6129,5.8784
6,-0.13863,-0.99553,-1.0918,1,1,0,0.86207,2.6129,5.8784
6,-0.094235,-0.98005,-0.5209,2,1,0,0.86207,2.6129,5.8784
6,0.19167,0.31423,0.031431,0,1,1,0.95804,1.4796,6.6554
6,-0.088317,-0.53916,-0.37642,1,1,1,0.95804,1.4796,6.6554
6,0.086848,-0.37964,-0.19499,2,1,1,0.95804,1.4796,6.6554
7,0.22994,0.39155,0.075563,0,0,0,NaN,NaN,3.1396
7,0.45797,-0.11191,-0.40515,1,0,0,NaN,NaN,3.1396
7,0.11113,-0.17422,-0.05908,2,0,0,NaN,NaN,3.1396
7,0.23186,0.50982,0.070439,0,0,1,NaN,NaN,4.1937
7,0.62701,1.1493,0.3231,1,0,1,NaN,NaN,4.1937
7,0.30069,0.66171,0.25945,2,0,1,NaN,NaN,4.1937
7,0.60104,0.085359,-0.33392,0,1,0,0.85057,2.3067,4.7961
7,0.0051921,-3.4306,-1.7693,1,1,0,0.85057,2.3067,4.7961
7,-0.54599,-2.285,-0.55925,2,1,0,0.85057,2.3067,4.7961
7,0.57293,1.5079,0.69195,0,1,1,0.8805,2.2891,5.066
7,0.80014,1.2396,0.56738,1,1,1,0.8805,2.2891,5.066
7,0.26818,-0.14927,-0.1409,2,1,1,0.8805,2.2891,5.066
8,-0.28218,-1.282,-0.38871,0,0,0,NaN,NaN,6.3699
8,-0.44493,-1.6355,-0.82414,1,0,0,NaN,NaN,6.3699
8,-0.24934,-1.9078,-0.95373,2,0,0,NaN,NaN,6.3699
8,-0.54356,-0.86047,0.020193,0,0,1,NaN,NaN,6.9283
8,-0.10607,0.53218,0.083339,1,0,1,NaN,NaN,6.9283
8,-0.93883,-2.7552,-0.7134,2,0,1,NaN,NaN,6.9283
8,0.68275,-0.085767,-0.55941,0,1,0,0.90909,4.9421,12.151
8,0.46364,-0.40234,-0.4584,1,1,0,0.90909,4.9421,12.151
8,-0.10242,-2.3557,-0.57613,2,1,0,0.90909,4.9421,12.151
8,0.012128,-1.3258,-0.54489,0,1,1,0.97531,4.7655,9.9052
8,1.2032,1.3385,0.13677,1,1,1,0.97531,4.7655,9.9052
8,-0.45503,-3.1877,-0.78102,2,1,1,0.97531,4.7655,9.9052
9,0.52605,0.83395,0.16478,0,0,0,NaN,NaN,2.7028
9,1.1787,2.4738,0.26042,1,0,0,NaN,NaN,2.7028
9,1.4268,2.2059,0.23081,2,0,0,NaN,NaN,2.7028
9,0.27613,-0.09432,-0.077054,0,0,1,NaN,NaN,2.569
9,-0.50405,-0.12582,0.39456,1,0,1,NaN,NaN,2.569
9,-0.081161,0.15465,0.22567,2,0,1,NaN,NaN,2.569
9,0.38053,0.55453,0.17907,0,1,0,0.89947,1.9591,3.538
9,-0.13078,-1.738,-0.71706,1,1,0,0.89947,1.9591,3.538
9,-0.048242,-0.67688,-0.44217,2,1,0,0.89947,1.9591,3.538
9,0.25758,0.97798,0.79212,0,1,1,0.91525,2.3931,2.8149
9,-1.521,-2.0098,0.75069,1,1,1,0.91525,2.3931,2.8149
9,-2.0221,-3.4995,-0.38421,2,1,1,0.91525,2.3931,2.8149
10,0.027932,-0.099034,0.15809,0,0,0,NaN,NaN,5.9799
10,-0.45382,-3.0131,-1.7535,1,0,0,NaN,NaN,5.9799
10,-0.051688,-3.2791,-2.1473,2,0,0,NaN,NaN,5.9799
10,-0.42465,-0.55902,0.1374,0,0,1,NaN,NaN,7.0031
10,0.6055,-0.12419,-0.41176,1,0,1,NaN,NaN,7.0031
10,-0.8247,-4.5544,-1.7742,2,0,1,NaN,NaN,7.0031
10,0.96348,0.89548,-0.62385,0,1,0,0.94702,3.0196,5.1478
10,-0.30826,-3.0775,-1.6253,1,1,0,0.94702,3.0196,5.1478
10,-0.50722,-3.0142,-1.3056,2,1,0,0.94702,3.0196,5.1478
10,0.49031,0.20504,-0.84469,0,1,1,0.99145,2.9186,8.6926
10,0.75842,-1.9103,-2.6353,1,1,1,0.99145,2.9186,8.6926
10,-0.74487,-4.1381,-1.7847,2,1,1,0.99145,2.9186,8.6926
11,0.16602,0.61574,0.0041826,0,0,0,NaN,NaN,3.6236
11,-0.10069,-0.51914,-0.57994,1,0,0,NaN,NaN,3.6236
11,-0.5087,-1.6623,-0.6757,2,0,0,NaN,NaN,3.6236
11,1.0686,1.7351,0.054681,0,0,1,NaN,NaN,4.297
11,-0.020835,0.22295,0.36899,1,0,1,NaN,NaN,4.297
11,-0.99305,-2.5831,-0.85023,2,0,1,NaN,NaN,4.297
11,0.058291,0.10586,-0.078731,0,1,0,0.9434,1.6888,3.789
11,-0.15452,-2.4973,-1.9167,1,1,0,0.9434,1.6888,3.789
11,-0.23426,-2.1138,-1.3578,2,1,0,0.9434,1.6888,3.789
11,-0.18383,-0.11149,0.31552,0,1,1,0.94091,2.3517,3.0517
11,0.081081,0.45919,0.424,1,1,1,0.94091,2.3517,3.0517
11,1.0656,0.28744,-1.0511,2,1,1,0.94091,2.3517,3.0517
12,0.16843,0.1103,-0.2177,0,0,0,NaN,NaN,2.9689
12,0.48415,-0.086607,-0.67375,1,0,0,NaN,NaN,2.9689
12,0.074019,-0.42292,-0.30123,2,0,0,NaN,NaN,2.9689
12,0.38292,0.94468,0.2562,0,0,1,NaN,NaN,3.213
12,-0.53655,-1.154,0.19345,1,0,1,NaN,NaN,3.213
12,0.047952,-0.38581,-0.32972,2,0,1,NaN,NaN,3.213
12,-0.65142,-1.2767,-0.52854,0,1,0,0.71856,2.6388,4.5127
12,-0.32614,-2.3657,-0.88492,1,1,0,0.71856,2.6388,4.5127
12,0.24523,-1.0277,-0.61781,2,1,0,0.71856,2.6388,4.5127
12,0.39421,1.0094,0.078629,0,1,1,0.88372,2.8619,4.1007
12,-0.14651,-1.4673,-0.68148,1,1,1,0.88372,2.8619,4.1007
12,-0.43042,-1.5837,-0.53331,2,1,1,0.88372,2.8619,4.1007
13,-0.39274,-0.29122,0.34618,0,0,0,NaN,NaN,4.5967
13,-0.91788,-2.1351,-0.63213,1,0,0,NaN,NaN,4.5967
13,-0.60503,-2.4557,-1.0368,2,0,0,NaN,NaN,4.5967
13,-0.16699,-0.15093,0.15071,0,0,1,NaN,NaN,5.0968
13,-0.79195,-1.9054,-0.14718,1,0,1,NaN,NaN,5.0968
13,-0.50836,-2.8924,-1.6448,2,0,1,NaN,NaN,5.0968
13,0.4304,-0.014243,0.052731,0,1,0,0.78125,1.9163,4.116
13,0.78512,0.15506,-0.81308,1,1,0,0.78125,1.9163,4.116
13,0.63847,-2.7031,-2.4614,2,1,0,0.78125,1.9163,4.116
13,0.47791,0.18126,-0.44028,0,1,1,0.96386,1.5091,4.6491
13,0.36848,-0.044284,-0.31489,1,1,1,0.96386,1.5091,4.6491
13,-0.83649,-4.2786,-1.905,2,1,1,0.96386,1.5091,4.6491
14,-0.025974,0.37842,0.20283,0,0,0,NaN,NaN,3.496
14,-0.3693,-0.67582,-0.35415,1,0,0,NaN,NaN,3.496
14,-0.34616,-1.994,-1.0515,2,0,0,NaN,NaN,3.496
14,-0.014783,0.1279,0.27666,0,0,1,NaN,NaN,6.5791
14,-0.34054,-0.29089,0.46285,1,0,1,NaN,NaN,6.5791
14,-0.64987,-2.1882,-0.58566,2,0,1,NaN,NaN,6.5791
14,0.57362,0.72128,-0.064154,0,1,0,0.88489,2.6097,5.6658
14,0.19746,-0.90048,-0.7594,1,1,0,0.88489,2.6097,5.6658
14,-0.27723,-2.5732,-1.3095,2,1,0,0.88489,2.6097,5.6658
14,0.26007,0.11714,-0.21315,0,1,1,0.83951,2.6008,4.9382
14,-0.058165,-0.74774,-0.29403,1,1,1,0.83951,2.6008,4.9382
14,-0.65227,-3.3563,-1.2025,2,1,1,0.83951,2.6008,4.9382
15,-0.21418,-0.38613,-0.23777,0,0,0,NaN,NaN,5.3671
15,0.2125,-0.14837,-0.64551,1,0,0,NaN,NaN,5.3671
15,-0.50532,-1.9883,-0.86985,2,0,0,NaN,NaN,5.3671
15,0.18239,0.041635,-0.17088,0,0,1,NaN,NaN,4.7865
15,0.12958,0.003787,-0.29854,1,0,1,NaN,NaN,4.7865
15,-0.28245,-1.746,-0.91682,2,0,1,NaN,NaN,4.7865
15,-0.39439,-1.0289,0.40487,0,1,0,0.8674,1.2156,5.3274
15,-1.2431,-2.5246,0.91393,1,1,0,0.8674,1.2156,5.3274
15,-0.6915,-2.6973,-0.15908,2,1,0,0.8674,1.2156,5.3274
15,0.46112,-0.55342,-0.42792,0,1,1,0.78808,1.489,6.125
15,-0.90464,-2.238,0.34704,1,1,1,0.78808,1.489,6.125
15,-1.8164,-4.6287,-0.68227,2,1,1,0.78808,1.489,6.125
16,0.065432,0.13891,0.010637,0,0,0,NaN,NaN,2.8499
16,-0.19045,-1.4063,-0.98629,1,0,0,NaN,NaN,2.8499
16,-0.32397,-1.2834,-0.3419,2,0,0,NaN,NaN,2.8499
16,0.098675,0.34002,0.14124,0,0,1,NaN,NaN,4.0354
16,0.4019,0.67931,0.04269,1,0,1,NaN,NaN,4.0354
16,-0.0083162,-1.6126,-0.96092,2,0,1,NaN,NaN,4.0354
16,-0.081933,0.31118,0.66593,0,1,0,0.73171,2.8855,3.015
16,-0.63971,-1.9942,-0.85866,1,1,0,0.73171,2.8855,3.015
16,1.6272,1.5859,-0.75933,2,1,0,0.73171,2.8855,3.015
16,1.545,2.141,0.021801,0,1,1,0.8945,2.1798,3.2787
16,0.46061,0.28959,-0.64011,1,1,1,0.8945,2.1798,3.2787
16,-0.59916,-2.9217,-1.8647,2,1,1,0.8945,2.1798,3.2787
